sanskrit,hindi
ऋषिपुत्रास्तु तच्छ्रुत्वा वाक्यं घोराभिसंहितम्॥ ८ ॥ शेपुः परमसंक्रुद्धाश्चण्डालत्वं गमिष्यसि। इत्युक्त्वा ते महात्मानो विविशुः स्वं स्वमाश्रमम्॥ ९॥,त्रिशंकु का यह घोर अभिसंधिपूर्ण वचन सुनकर महर्षि के पुत्रों ने अत्यन्त कुपित हो उन्हें शाप दे दिया —’अरे! जा तू चाण्डाल हो जायगा।’ ऐसा कहकर वे महात्मा अपने-अपने आश्रम में प्रविष्ट हो गये॥ ८-९॥
अथ रात्र्यां व्यतीतायां राजा चण्डालतां गतः। नीलवस्त्रधरो नीलः पुरुषो ध्वस्तमूर्धजः॥१०॥ चित्यमाल्यांगरागश्च आयसाभरणोऽभवत्।,तदनन्तर रात व्यतीत होते ही राजा त्रिशंकु चाण्डाल हो गये। उनके शरीर का रंग नीला हो गया। कपड़े भी नीले हो गये। प्रत्येक अंग में रुक्षता आ गयी। सिर के बाल छोटे-छोटे हो गये। सारे शरीर में चिता की राख-सी लिपट गयी। विभिन्न अंगों में यथास्थान लोहे के गहने पड़ गये॥ १० १/२ ॥
तं दृष्ट्वा मन्त्रिणः सर्वे त्यज्य चण्डालरूपिणम्॥ ११॥ प्राद्रवन सहिता राम पौरा येऽस्यानुगामिनः। एको हि राजा काकुत्स्थ जगाम परमात्मवान्॥ १२॥ दह्यमानो दिवारानं विश्वामित्रं तपोधनम्।,"श्रीराम! अपने राजा को चाण्डाल के रूप में देखकर सब मन्त्री और पुरवासी जो उनके साथ आये थे, उन्हें छोड़कर भाग गये। ककुत्स्थनन्दन! वे धीरस्वभाव नरेश दिन-रात चिन्ता की आग में जलने लगे और अकेले ही तपोधन विश्वामित्र की शरण में गये॥११-१२ १/२॥"
विश्वामित्रस्तु तं दृष्ट्वा राजानं विफलीकृतम्॥ १३॥ चण्डालरूपिणं राम मुनिः कारुण्यमागतः। कारुण्यात् स महातेजा वाक्यं परमधार्मिकः॥ १४॥ इदं जगाद भद्रं ते राजानं घोरदर्शनम्। किमागमनकार्यं ते राजपुत्र महाबल॥१५॥ अयोध्याधिपते वीर शापाच्चण्डालतां गतः।,"श्रीराम ! विश्वामित्र ने देखा राजा का जीवन निष्फल हो गया है। उन्हें चाण्डाल के रूपमें देखकर उन महातेजस्वी परम धर्मात्मा मुनि के हृदय में करुणा भर आयी। वे दया से द्रवित होकर भयंकर दिखायी देने वाले राजा त्रिशंकु से इस प्रकार बोले—’महाबली राजकुमार! तुम्हारा भला हो, यहाँ किस काम से तुम्हारा आना हुआ है। वीर अयोध्यानरेश! जान पड़ता है तुम शाप से चाण्डाल भाव को प्राप्त हुए हो’॥ १३–१५ १/२॥"
अथ तदाक्यमाकर्ण्य राजा चण्डालतां गतः॥ १६॥ अब्रवीत् प्राञ्जलिर्वाक्यं वाक्यज्ञो वाक्यकोविदम्।,विश्वामित्र की बात सुनकर चाण्डालभाव को प्राप्त हुए और वाणी के तात्पर्य को समझने वाले राजा त्रिशंकु ने हाथ जोड़कर वाक्यार्थ कोविद विश्वामित्र मुनि से इस प्रकार कहा— ॥ १६ १/२ ॥
प्रत्याख्यातोऽस्मि गुरुणा गुरुपुत्रैस्तथैव च॥ १७॥ अनवाप्यैव तं कामं मया प्राप्तो विपर्ययः।,"‘महर्षे! मुझे गुरु तथा गुरुपुत्रों ने ठुकरा दिया। मैं जिस मनोऽभीष्ट वस्तु को पाना चाहता था, उसे न पाकर इच्छा के विपरीत अनर्थ का भागी हो गया। १७ १/२॥"
सशरीरो दिवं यायामिति मे सौम्यदर्शन॥१८॥ मया चेष्टं क्रतुशतं तच्च नावाप्यते फलम्।,"‘सौम्यदर्शन मुनीश्वर! मैं चाहता था कि इसी शरीर से स्वर्ग को जाऊँ, परंतु यह इच्छा पूर्ण न हो सकी। मैंने सैकड़ों यज्ञ किये हैं; किंतु उनका भी कोई फल नहीं मिल रहा है॥ १८ १/२॥"
अनृतं नोक्तपूर्वं मे न च वक्ष्ये कदाचन ॥१९॥ कृच्छ्रेष्वपि गतः सौम्य क्षत्रधर्मेण ते शपे।,‘सौम्य! मैं क्षत्रिय धर्म की शपथ खाकर आपसे कहता हूँ कि बड़े-से-बड़े सङ्कट में पड़ने पर भी न तो पहले कभी मैंने मिथ्या भाषण किया है और न भविष्य में ही कभी करूँगा। १९ १/२॥
यज्ञैर्बहुविधैरिष्टं प्रजा धर्मेण पालिताः॥२०॥ गुरवश्च महात्मानः शीलवृत्तेन तोषिताः। धर्मे प्रयतमानस्य यज्ञं चाहर्तुमिच्छतः॥ २१॥ परितोषं न गच्छन्ति गुरवो मुनिपुंगव। दैवमेव परं मन्ये पौरुषं तु निरर्थकम्॥२२॥,"‘मैंने नाना प्रकार के यज्ञों का अनुष्ठान किया, प्रजाजनों की धर्मपूर्वक रक्षा की और शील एवं सदाचार के द्वारा महात्माओं तथा गुरुजनों को संतुष्ट रखने का प्रयास किया। इस समय भी मैं यज्ञ करना चाहता था; अतः मेरा यह प्रयत्न धर्म के लिये ही था। मुनिप्रवर! तो भी मेरे गुरुजन मुझ पर संतुष्ट न हो सके। यह देखकर मैं दैव को ही बड़ा मानता हूँ पुरुषार्थ तो निरर्थक जान पड़ता है। २०–२२ ॥"
दैवेनाक्रम्यते सर्वं दैवं हि परमा गतिः। तस्य मे परमार्तस्य प्रसादमभिकांक्षतः। कर्तुमर्हसि भद्रं ते दैवोपहतकर्मणः॥२३॥,‘दैव सबपर आक्रमण करता है। दैव ही सबकी परमगति है। मुने! मैं अत्यन्त आर्त होकर आपकी कृपा चाहता हूँ। दैव ने मेरे पुरुषार्थ को दबा दिया है। आपका भला हो। आप मुझपर अवश्य कृपा करें।२३॥
नान्यां गतिं गमिष्यामि नान्यच्छरणमस्ति मे। दैवं पुरुषकारेण निवर्तयितुमर्हसि ॥२४॥,‘अब मैं आपके सिवा दूसरे किसी की शरण में नहीं जाऊँगा। दूसरा कोई मुझे शरण देने वाला है भी नहीं। आप ही अपने पुरुषार्थ से मेरे दुर्दैव को पलट सकते हैं ॥२४॥
इत्यार्षे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये बालकाण्डेऽष्टपञ्चाशः सर्गः॥५८॥ इस प्रकार श्रीवाल्मीकि निर्मित आर्षरामायण आदिकाव्य के बालकाण्ड में अट्ठावनवाँ सर्ग पूरा हुआ ।५८॥,  </main>
Sarga Chapter- 8,Sarga Chapter- 8
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण बालकाण्डम् अष्टमः सर्गः (सर्ग 8),(राजा दशरथ का पुत्र के लिये अश्वमेधयज्ञ करने का प्रस्ताव और मन्त्रियों तथा ब्राह्मणों द्वारा उनका अनुमोदन)
तस्य चैवंप्रभावस्य धर्मज्ञस्य महात्मनः। सुतार्थं तप्यमानस्य नासीद् वंशकरः सुतः॥१॥,सम्पूर्ण धर्मोको जाननेवाले महात्मा राजा दशरथ ऐसे प्रभावशाली होते हुए भी पुत्रके लिये सदा चिन्तित रहते थे। उनके वंशको चलानेवाला कोई पुत्र नहीं था॥१॥
चिन्तयानस्य तस्यैवं बुद्धिरासीन्महात्मनः। सुतार्थं वाजिमेधेन किमर्थं न यजाम्यहम्॥२॥,उसके लिये चिन्ता करते-करते एक दिन उन महामनस्वी नरेशके मनमें यह विचार हुआ कि मैं पुत्रप्राप्तिके लिये अश्वमेध यज्ञका अनुष्ठान क्यों न करूँ? ॥
स निश्चितां मतिं कृत्वा यष्टव्यमिति बुद्धिमान्। मन्त्रिभिः सह धर्मात्मा सर्वैरपि कृतात्मभिः॥३॥,अपने समस्त शुद्ध बुद्धिवाले मन्त्रियोंके साथ परामर्शपूर्वक यज्ञ करने का ही निश्चित विचार करके-
ततोऽब्रवीन्महातेजाः सुमन्त्रं मन्त्रिसत्तम। शीघ्रमानय मे सर्वान् गुरूंस्तान् सपुरोहितान्॥४॥,"उन महातेजस्वी, बुद्धिमान् एवं धर्मात्मा राजा ने सुमन्त्र से कहा—’मन्त्रिवर! तुम मेरे समस्त गुरुजनों एवं पुरोहितोंको यहाँ शीघ्र बुला ले आओ’ ॥ ४॥"
ततः सुमन्त्रस्त्वरितं गत्वा त्वरितविक्रमः। समानयत् स तान् सर्वान् समस्तान् वेदपारगान्॥५॥,तब शीघ्रतापूर्वक पराक्रम प्रकट करनेवाले सुमन्त्र तुरंत जाकर उन समस्त वेदविद्याके पारंगत मुनियोंको वहाँ बुला लाये।
सुयज्ञं वामदेवं च जाबालिमथ काश्यपम्। परोहितं वसिष्ठं च ये चाप्यन्ये द्विजोत्तमाः॥६॥ तान् पूजयित्वा धर्मात्मा राजा दशरथस्तदा। इदं धर्मार्थसहितं श्लक्ष्णं वचनमब्रवीत्॥७॥,"सुयज्ञ, वामदेव, जाबालि, काश्यप, कुलपुरोहित वसिष्ठ तथा और भी जो श्रेष्ठ ब्राह्मण थे, उन सबकी पूजा करके धर्मात्मा राजा दशरथ ने धर्म और अर्थ से युक्त यह मधुर वचन कहा- ॥६-७॥"
मम लालप्यमानस्य सुतार्थं नास्ति वै सुखम्। तदर्थं हयमेधेन यक्ष्यामीति मतिर्मम॥८॥,‘महर्षियो! मैं सदा पुत्रके लिये विलाप करता रहता हूँ। उसके बिना इस राज्य आदिसे मुझे सुख नहीं मिलता; अतः मैंने यह निश्चय किया है कि मैं पुत्रप्राप्तिके लिये अश्वमेधद्वारा भगवान् का यजन करूँ॥८॥
तदहं यष्टुमिच्छामि शास्त्रदृष्टेन कर्मणा। कथं प्राप्स्याम्यहं कामं बुद्धिरत्रविचिन्त्यताम्॥९॥,‘मेरी इच्छा है कि शास्त्रोक्त विधिसे इस यज्ञका अनुष्ठान करूँ; अतः किस प्रकार मुझे मेरी मनोवाञ्छित वस्तु प्राप्त होगी? इसका विचार आपलोग यहाँ करें’। ९॥
ततः साध्विति तद्वाक्यं ब्राह्मणाः प्रत्यपूजयन्। वसिष्ठप्रमुखाः सर्वे पार्थिवस्य मुखेरितम्॥१०॥,राजाके ऐसा कहनेपर वसिष्ठ आदि सब ब्राह्मणोंने ‘बहुत अच्छा’ कहकर उनके मुखसे कहे गये पूर्वोक्त वचनकी प्रशंसा की॥१०॥
ऊचुश्च परमप्रीताः सर्वे दशरथं वचः। सम्भाराः सम्भियन्तां ते तुरगश्च विमुच्यताम्॥११॥,फिर वे सभी अत्यन्त प्रसन्न होकर राजा दशरथसे बोले—’महाराज! यज्ञ-सामग्रीका संग्रह किया जाय। भूमण्डलमें भ्रमणके लिये यज्ञसम्बन्धी अश्व छोड़ा जाय तथा-
सरय्वाश्चोत्तरे तीरे यज्ञभूमिर्विधीयताम्। सर्वथा प्राप्स्यसे पुत्रानभिप्रेतांश्च पार्थिव॥१२॥ यस्य ते धार्मिकी बुद्धिरियं पत्रार्थमागता।,सरयू के उत्तर तटपर यज्ञभूमि का निर्माण किया जाय। तुम यज्ञ द्वारा सर्वथा अपनी इच्छा के अनुरूप पुत्र प्राप्त कर लोगे; क्यों कि पुत्रके लिये तुम्हारे हृदय में ऐसी धार्मिक बुद्धि का उदय हुआ है’।
ततस्तुष्टोऽभवद् राजा श्रुत्वैतद् द्विजभाषितम्॥१३॥ अमात्यानब्रवीद् राजा हर्षव्याकुललोचनः। सम्भाराः सम्भ्रियन्तां मे गुरूणां वचनादिह ॥१४॥,ब्राह्मणोंका यह कथन सुनकर राजा बहुत संतुष्ट हुए। हर्षसे उनके नेत्र चञ्चल हो उठे। वे अपने मन्त्रियोंसे
समर्थाधिष्ठितश्चाश्वः सोपाध्यायो विमुच्यताम्। सरय्वाश्चोत्तरे तीरे यज्ञभूमिर्विधीयताम्॥१५॥,शक्तिशाली वीरों के संरक्षण में उपाध्याय सहित अश्व को छोड़ा जाय। सरयू के उत्तर तट पर यज्ञभूमि का निर्माण हो।
शान्तयश्चापि वर्धन्तां यथाकल्पं यथाविधि। शक्यः प्राप्तुमयं यज्ञः सर्वेणापि महीक्षिता॥१६॥,शास्त्रोक्त विधि के अनुसार क्रमशः शान्तिकर्म का विस्तार किया जाय (जिससे विघ्नोंका निवारण हो)। सभी राजा इसका सम्पादन कर सकते हैं;-
नापराधो भवेत् कष्टो यद्यस्मिन् क्रतुसत्तमे। छिद्रं हि मृगयन्ते स्म विद्वांसो ब्रह्मराक्षसाः॥१७॥,यदि इस श्रेष्ठ यज्ञमें कष्टप्रद अपराध बन जानेका भय न हो; परंतु ऐसा होना कठिन है; क्योंकि विद्वान् ब्रह्मराक्षस यज्ञ में विघ्न डालने के लिये छिद्र ढूँढ़ा करते हैं ।
विधिहीनस्य यज्ञस्य सद्यः कर्ता विनश्यति। तद्यथा विधिपूर्वं मे क्रतुरेष समाप्यते॥१८॥ तथा विधानं क्रियतां समर्थाः साधनेष्विति।,"‘विधिहीन यज्ञ का अनुष्ठान करने वाला यजमान तत्काल नष्ट हो जाता है; अतः मेरा यह यज्ञ जिस तरह विधिपूर्वक सम्पन्न हो सके, वैसा उपाय किया जाय। तुम सब लोग ऐसे साधन प्रस्तुत करने में समर्थ हो’।"
तथेति चाब्रुवन् सर्वे मन्त्रिणः प्रतिपूजिताः॥१९॥ पार्थिवेन्द्रस्य तद् वाक्यं यथापूर्वं निशम्य ते।,"राजाके द्वारा सम्मानित हुए समस्त मन्त्री पूर्ववत् उनके वचनोंको सुनकर बोले-‘बहुत अच्छा, ऐसा ही होगा’"
तथा द्विजास्ते धर्मज्ञा वर्धयन्तो नृपोत्तमम्॥२०॥ अनुज्ञातास्ततः सर्वे पुनर्जग्मुर्यथागतम्।,"इसी प्रकार वे सभी धर्मज्ञ ब्राह्मण भी नृपश्रेष्ठ दशरथको बधाई देते हुए उनकी आज्ञा लेकर जैसे आये थे, वैसे ही फिर लौट गये॥"
विसर्जयित्वा तान् विप्रान् सचिवानिदमब्रवीत्॥२१॥ ऋत्विग्भिरुपसंदिष्टो यथावत् क्रतुराप्यताम्।,उन ब्राह्मणोंको विदा करके राजाने मन्त्रियोंसे कहा —’पुरोहितोंके उपदेशके अनुसार इस यज्ञको विधिवत् पूर्ण करना चाहिये’
इत्युक्त्वा नृपशार्दूलः सचिवान् समुपस्थितान्॥२२॥ विसर्जयित्वा स्वं वेश्म प्रविवेश महामतिः।,वहाँ उपस्थित हुए मन्त्रियोंसे ऐसा कहकर परम बुद्धिमान् नृपश्रेष्ठ दशरथ उन्हें विदा करके अपने महलमें चले गये।
ततः स गत्वा ताः पत्नीनरेन्द्रो हृदयंगमाः॥२३॥ उवाच दीक्षां विशत यक्ष्येऽहं सुतकारणात्।,वहाँ जाकर नरेशने अपनी प्यारी पत्नियोंसे कहा –’देवियो! दीक्षा ग्रहण करो। मैं पुत्रके लिये यज्ञ करूँगा’।
तासां तेनातिकान्तेन वचनेन सुवर्चसाम्। मुखपद्मान्यशोभन्त पद्मानीव हिमात्यये॥२४॥,उस मनोहर वचनसे उन सुन्दर कान्तिवाली रानियोंके मुखकमल वसन्तऋतुमें विकसित होनेवाले पङ्कजोंके समान खिल उठे और अत्यन्त शोभा पाने लगे।
इत्याचे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये बालकाण्डेऽष्टमः सर्गः॥८॥,इस प्रकार श्रीवाल्मीकि निर्मित आर्षरामायण आदिकाव्य के बालकाण्ड में आठवाँ सर्ग पूरा हुआ।
  </main>,</doc>
Sarga Chapter- 61,Sarga Chapter- 61
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण बालकाण्डम् एकषष्टितमः सर्गः (सर्ग 61),(विश्वामित्र की पुष्कर तीर्थ में तपस्या तथा राजर्षि अम्बरीष का ऋचीक के मध्यम पुत्र शुनःशेप को यज्ञ-पशु बनाने के लिये खरीदकर लाना)
विश्वामित्रो महातेजाः प्रस्थितान् वीक्ष्य तानृषीन्। अब्रवीन्नरशार्दूल सर्वांस्तान् वनवासिनः॥१॥,[शतानन्दजी कहते हैं-] पुरुषसिंह श्रीराम ! यज्ञ में आये हुए उन सब वनवासी ऋषियों को वहाँ से जाते देख महातेजस्वी विश्वामित्र ने उनसे कहा-॥ १॥
महाविघ्नः प्रवृत्तोऽयं दक्षिणामास्थितो दिशम्। दिशमन्यां प्रपत्स्यामस्तत्र तप्स्यामहे तपः॥२॥,‘महर्षियो! इस दक्षिण दिशामें रहने से हमारी तपस्या में महान् विघ्न आ पड़ा है; अतः अब हम दूसरी दिशा में चले जायँगे और वहीं रहकर तपस्या करेंगे॥२॥
पश्चिमायां विशालायां पुष्करेषु महात्मनः। सुखं तपश्चरिष्यामः सुखं तद्धि तपोवनम्॥३॥,"‘विशाल पश्चिम दिशा में जो महात्मा ब्रह्माजी के तीन पुष्कर हैं, उन्हीं के पास रहकर हम सुखपूर्वक तपस्या करेंगे; क्योंकि वह तपोवन बहुत ही सुखद है’॥३॥"
एवमुक्त्वा महातेजाः पुष्करेषु महामुनिः। तप उग्रं दुराधर्षं तेपे मूलफलाशनः॥४॥,ऐसा कहकर वे महातेजस्वी महामुनि पुष्कर में चले गये और वहाँ फल-मूल का भोजन करके उग्र एवं दुर्जय तपस्या करने लगे॥ ४॥
एतस्मिन्नेव काले तु अयोध्याधिपतिर्महान्। अम्बरीष इति ख्यातो यष्टुं समुपचक्रमे ॥५॥,इन्हीं दिनों अयोध्या के महाराज अम्बरीष एक यज्ञ की तैयारी करने लगे॥ ५ ॥
तस्य वै यजमानस्य पशुमिन्द्रो जहार ह। प्रणष्टे तु पशौ विप्रो राजानमिदमब्रवीत्॥६॥,"जब वे यज्ञ में लगे हुए थे, उस समय इन्द्र ने उनके यज्ञपशु को चुरा लिया। पशु के खो जाने पर पुरोहितजी ने राजा से कहा- ॥६॥"
पशुरभ्याहृतो राजन् प्रणष्टस्तव दुर्नयात्। अरक्षितारं राजानं जन्ति दोषा नरेश्वर ॥७॥,"‘राजन् ! जो पशु यहाँ लाया गया था, वह आपकी दुर्नीतिके कारण खो गया। नरेश्वर! जो राजा यज्ञपशु की रक्षा नहीं करता, उसे अनेक प्रकार के दोष नष्ट कर डालते हैं॥ ७॥"
प्रायश्चित्तं महद्ध्येतन्नरं वा पुरुषर्षभ। आनयस्व पशुं शीघ्रं यावत् कर्म प्रवर्तते॥८॥,"‘पुरुषप्रवर! जबतक कर्म का आरम्भ होता है,उसके पहले ही खोये हुए पशु की खोज कराकर उसे शीघ्र यहाँ ले आओ अथवा उसके प्रतिनिधि रूप से किसी पुरुष पशु को खरीद लाओ। यही इस पाप का महान् प्रायश्चित्त है’।"
उपाध्यायवचः श्रुत्वा स राजा पुरुषर्षभः। अन्वियेष महाबुद्धिः पशं गोभिः सहस्रशः॥९॥,पुरोहित की यह बात सुनकर महाबुद्धिमान् पुरुषश्रेष्ठ राजा अम्बरीष ने हजारों गौओं के मूल्यपर खरीदने के लिये एक पुरुष का अन्वेषण किया॥९॥
देशाञ्जनपदांस्तांस्तान् नगराणि वनानि च। आश्रमाणि च पुण्यानि मार्गमाणो महीपतिः॥ १०॥ स पुत्रसहितं तात सभार्यं रघुनन्दन। भृगुतुंगे समासीनमृचीकं संददर्श ह॥११॥,"तात रघुनन्दन! विभिन्न देशों, जनपदों, नगरों, वनों तथा पवित्र आश्रमों में खोज करते हुए राजा अम्बरीषभृगुतुंग पर्वत पर पहुँचे और वहाँ उन्होंने पत्नी तथा पुत्रों के साथ बैठे हुए ऋचीक मुनि का दर्शन किया। १०-११॥"
तमुवाच महातेजाः प्रणम्याभिप्रसाद्य च। महर्षिं तपसा दीप्तं राजर्षिरमितप्रभः॥१२॥,अमित कान्तिमान् एवं महातेजस्वी राजर्षि अम्बरीष ने तपस्या से उद्दीप्त होनेवाले महर्षि ऋचीक को प्रणाम किया और उन्हें प्रसन्न करके कहा॥१२॥
पृष्ट्वा सर्वत्र कुशलम्चीकं तमिदं वचः। गवां शतसहस्रेण विक्रीणीषे सुतं यदि॥१३॥ पशोरर्थे महाभाग कृतकृत्योऽस्मि भार्गव।,"पहले तो उन्होंने ऋचीक मुनि से उनकी सभी वस्तुओं के विषय में कुशल-समाचार पूछा, उसके बाद इस प्रकार कहा—’महाभाग भृगुनन्दन! यदि आप एक लाख गौएँ लेकर अपने एक पुत्र को पशु बनाने के लिये बेचें तो मैं कृतकृत्य हो जाऊँगा॥ १३ १/२॥"
सर्वे परिगता देशा यज्ञियं न लभे पशुम्॥१४॥ दातुमर्हसि मूल्येन सतमेकमितो मम।,‘मैं सारे देशों में घूम आया; परंतु कहीं भी यज्ञोपयोगी पशु नहीं पा सका अतः आप उचितमूल्य लेकर यहाँ मुझे अपने एक पुत्र को दे दीजिये’। १४ १/२॥
एवमुक्तो महातेजा ऋचीकस्त्वब्रवीद् वचः॥१५॥ नाहं ज्येष्ठं नरश्रेष्ठ विक्रीणीयां कथंचन।,उनके ऐसा कहने पर महातेजस्वी ऋचीक बोले —’नरश्रेष्ठ! मैं अपने ज्येष्ठ पुत्र को तो किसी तरह नहीं बेचूँगा’ ॥ १५ १/२ ॥
ऋचीकस्य वचः श्रुत्वा तेषां माता महात्मनाम्॥ १६॥ उवाच नरशार्दूलमम्बरीषमिदं वचः।,ऋचीक मुनि की बात सुनकर उन महात्मा पुत्रों की माता ने पुरुषसिंह अम्बरीष से इस प्रकार कहा- ॥१६१/२॥
अविक्रेयं सुतं ज्येष्ठं भगवानाह भार्गवः॥१७॥ ममापि दयितं विद्धि कनिष्ठं शुनकं प्रभो। तस्मात् कनीयसं पुत्रं न दास्ये तव पार्थिव॥ १८॥,"‘प्रभो! भगवान् भार्गव कहते हैं कि ज्येष्ठ पुत्र कदापि बेचने योग्य नहीं है; परंतु आपको मालूम होना चाहिये जो सबसे छोटा पुत्र शुनक है, वह मुझे भी बहुत ही प्रिय है अतःपृथ्वीनाथ! मैं अपना छोटा पुत्र आपको कदापि नहीं दूंगी॥ १७-१८॥"
प्रायेण हि नरश्रेष्ठ ज्येष्ठाः पितृषु वल्लभाः। मातॄणां च कनीयांसस्तस्माद् रक्ष्ये कनीयसम्॥ १९॥,"‘नरश्रेष्ठ! प्रायः जेठे पुत्र पिताओं को प्रिय होते हैंऔर छोटे पुत्र माताओं को, अतः मैं अपने कनिष्ठ पुत्र की अवश्य रक्षा करूँगी’ ॥ १९॥"
उक्तवाक्ये मुनौ तस्मिन् मुनिपल्यां तथैव च। शुनःशेपः स्वयं राम मध्यमो वाक्यमब्रवीत्॥ २०॥,श्रीराम! मुनि और उनकी पत्नी के ऐसा कहनेप र मझले पुत्र शुनःशेप ने स्वयं कहा- ॥ २० ॥
पिता ज्येष्ठमविक्रेयं माता चाह कनीयसम्। विक्रेयं मध्यमं मन्ये राजपुत्र नयस्व माम्॥२१॥,"‘राजपुत्र! पिता ने ज्येष्ठ को और माता ने कनिष्ठ पुत्र को बेचने के लिये अयोग्य बतलाया है, अतः मैं समझता हूँ इन दोनों की दृष्टि में मझला पुत्र ही बेचने के योग्य है, इसलिये तुम मुझे ही ले चलो’ ॥ २१॥"
अथ राजा महाबाहो वाक्यान्ते ब्रह्मवादिनः। हिरण्यस्य सुवर्णस्य कोटिभी रत्नराशिभिः॥ २२॥ गवां शतसहस्रेण शुनःशेपं नरेश्वरः। गृहीत्वा परमप्रीतो जगाम रघुनन्दन॥२३॥,"महाबाहु रघुनन्दन! ब्रह्मवादी मझले पुत्र के ऐसा कहने पर राजा अम्बरीष बड़े प्रसन्न हुए और एक करोड़ स्वर्णमुद्रा, रत्नों के ढेर तथा एक लाख गौओं के बदले शुनःशेप को लेकर वे घर की ओर चले॥ २२-२३॥"
अम्बरीषस्तु राजर्षी रथमारोप्य सत्वरः। शुनःशेपं महातेजा जगामाशु महायशाः ॥ २४॥,महातेजस्वी महायशस्वी राजर्षि अम्बरीष शुनःशेप को रथपर बिठाकर बड़ी उतावली के साथ तीव्र गति से चले॥
इत्याचे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये बालकाण्डे एकषष्टितमः सर्गः॥६१॥ इस प्रकार श्रीवाल्मीकि निर्मित आर्षरामायण आदिकाव्य के बालकाण्ड में एकसठवाँ सर्ग पूरा हुआ।६१॥,  </main>
Sarga Chapter- 13,Sarga Chapter- 13
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण बालकाण्डम् त्रयोदशः सर्गः (सर्ग 13),"(यज्ञ की तैयारी, राजाओं को बुलाने के आदेश एवं उनका सत्कार तथा पत्नियों सहित राजा दशरथ का यज्ञ की दीक्षा लेना)"
पुनः प्राप्ते वसन्ते तु पूर्णः संवत्सरोऽभवत्। प्रसवार्थं गतो यष्टुं हयमेधेन वीर्यवान्॥१॥,"वर्तमान वसन्त ऋतु के बीतने पर जब पुनः दूसरा वसन्त आया, तबतक एक वर्षका समय पूरा हो गया। उस समय शक्तिशाली राजा दशरथ संतानके लिये अश्वमेध यज्ञकी दीक्षा लेने के निमित्त वसिष्ठजी के समीप गये॥"
अभिवाद्य वसिष्ठं च न्यायतः प्रतिपूज्य च। अब्रवीत् प्रश्रितं वाक्यं प्रसवार्थं द्विजोत्तमम्॥२॥,वसिष्ठजीको प्रणाम करके राजाने न्यायतः उनका पूजन किया और पुत्र-प्राप्तिका उद्देश्य लेकर उन द्विजश्रेष्ठ मुनिसे यह विनययुक्त बात कही॥२॥
यज्ञो मे क्रियतां ब्रह्मन् यथोक्तं मुनिपुंगव। यथा न विघ्नाः क्रियन्ते यज्ञांगेषु विधीयताम्॥,"‘ब्रह्मन्! मुनिप्रवर! आप शास्त्रविधिके अनुसार मेरा यज्ञ करावें और यज्ञके अंगभूत अश्वसंचारण आदि में ब्रह्मराक्षस आदि जिस तरह विघ्न न डाल सकें, वैसा उपाय कीजिये॥३॥"
भवान् स्निग्धः सुहृन्मह्यं गुरुश्च परमो महान्। वोढव्यो भवता चैव भारो यज्ञस्य चोद्यतः॥४॥,"‘आपका मुझपर विशेष स्नेह है, आप मेरे सुहृद्-अकारण हितैषी, गुरु और परम महान् हैं। यह जो यज्ञका भार उपस्थित हुआ है, इसको आप ही वहन कर सकते हैं ॥ ४॥"
तथेति च स राजानमब्रवीद द्विजसत्तमः। करिष्ये सर्वमेवैतद् भवता यत् समर्थितम्॥,"तब ‘बहुत अच्छा’ कहकर विप्रवर वसिष्ठ मुनि राजासे इस प्रकार बोले—’नरेश्वर ! तुमने जिसके लिये प्रार्थना की है, वह सब मैं करूँगा’॥ ५॥"
ततोऽब्रवीद् द्विजान् वृद्धान् यज्ञकर्मसुनिष्ठितान्। स्थापत्ये निष्ठितांश्चैव वृद्धान् परमधार्मिकान्॥६॥ कान्तिकान् शिल्पकारान् वर्धकीन् खनकानपि। गणकान् शिल्पिनश्चैव तथैव नटनर्तकान्॥७॥ तथा शुचीन् शास्त्रविदः पुरुषान् सुबहुश्रुतान्। यज्ञकर्म समीहन्तां भवन्तो राजशासनात्॥८॥,"तदनन्तर वसिष्ठजीने यज्ञसम्बन्धी कर्मोंमें निपुण तथा यज्ञविषयक शिल्पकर्ममें कुशल, परम धर्मात्मा, बूढ़े ब्राह्मणों, यज्ञकर्म समाप्त होनेतक उसमें सेवा करनेवाले सेवकों, शिल्पकारों, बढ़इयों, भूमि खोदनेवालों, ज्योतिषियों, कारीगरों, नटों, नर्तकों, विशुद्ध शास्त्रवेत्ताओं तथा बहुश्रुत पुरुषोंको बुलाकर उनसे कहा—’तुमलोग महाराजकी आज्ञासे यज्ञकर्मके लिये आवश्यक प्रबन्ध करो॥"
