sanskrit,hindi
राक्षसानां वधे साह्यं लङ्कायाश्च प्रधर्षणे। करिष्यामि यथाप्राणं प्रवेक्ष्यामि च वाहिनीम्॥२३॥,‘प्रभो! राक्षसों के संहार में और लङ्कापुरी पर आक्रमण करके उसे जीतने में मैं आपकी यथाशक्ति सहायता करूँगा तथा प्राणों की बाजी लगाकर युद्ध के लिये रावण की सेना में भी प्रवेश करूँगा’॥ २३॥
इति ब्रुवाणं रामस्तु परिष्वज्य विभीषणम्। अब्रवील्लक्ष्मणं प्रीतः समुद्राज्जलमानय॥२४॥ तेन चेमं महाप्राज्ञमभिषिञ्च विभीषणम्। राजानं रक्षसां क्षिप्रं प्रसन्ने मयि मानद॥ २५॥,विभीषण के ऐसा कहने पर भगवान् श्रीराम ने उन्हें हृदय से लगा लिया और प्रसन्न होकर लक्ष्मण से कहा —’दूसरों को मान देने वाले सुमित्रानन्दन ! तुम समुद्र से जल ले आओ और उसके द्वारा इन परम बुद्धिमान् राक्षसराज विभीषण का लङ्का के राज्य पर शीघ्र ही अभिषेक कर दो। मेरे प्रसन्न होने पर इन्हें यह लाभ मिलना ही चाहिये’। २४-२५॥
एवमुक्तस्तु सौमित्रिरभ्यषिञ्चद् विभीषणम्। मध्ये वानरमुख्यानां राजानं राजशासनात्॥२६॥,उनके ऐसा कहने पर सुमित्राकुमार लक्ष्मण ने मुख्यमुख्य वानरों के बीच महाराज श्रीराम के आदेश से विभीषण का राक्षसों के राजा के पद पर अभिषेक कर दिया॥ २६॥
तं प्रसादं तु रामस्य दृष्ट्वा सद्यः प्लवङ्गमाः। प्रचुक्रुशुर्महात्मानं साधुसाध्विति चाब्रुवन्॥२७॥,भगवान् श्रीराम का यह तात्कालिक प्रसाद (अनुग्रह) देखकर सब वानर हर्षध्वनि करने और महात्मा श्रीराम को साधुवाद देने लगे॥ २७॥
अब्रवीच्च हनूमांश्च सुग्रीवश्च विभीषणम्। कथं सागरमक्षोभ्यं तराम वरुणालयम्। सैन्यैः परिवृताः सर्वे वानराणां महौजसाम्॥२८॥,तत्पश्चात् हनुमान् और सुग्रीव ने विभीषण से पूछा ‘राक्षसराज! हम सब लोग इस अक्षोभ्य समुद्र को महाबली वानरों की सेनाओं के साथ किस प्रकार पार कर सकेंगे?
उपायैरभिगच्छाम यथा नदनदीपतिम्। तराम तरसा सर्वे ससैन्या वरुणालयम्॥२९॥,"‘जिस उपाय से हम सब लोग सेनासहित नदों और नदियों के स्वामी वरुणालय समुद्र के पार जा सकें, वह बताओ’ ॥ २९॥"
एवमुक्तस्तु धर्मात्मा प्रत्युवाच विभीषणः। समुद्रं राघवो राजा शरणं गन्तुमर्हति ॥३०॥,उनके इस प्रकार पूछने पर धर्मात्मा विभीषण ने यों उत्तर दिया- ‘रघुवंशी राजा श्रीराम को समुद्र की शरण लेनी चाहिये॥३०॥
खानितः सगरेणायमप्रमेयो महोदधिः। कर्तुमर्हति रामस्य ज्ञातेः कार्यं महोदधिः॥३१॥,‘इस अपार महासागर को राजा सगर ने खुदवाया था। श्रीरामचन्द्रजी सगर के वंशज हैं। इसलिये समुद्र को इनका काम अवश्य करना चाहिये’॥ ३१॥
एवं विभीषणेनोक्तो राक्षसेन विपश्चिता। आजगामाथ सुग्रीवो यत्र रामः सलक्ष्मणः॥३२॥,"विद्वान् राक्षस विभीषण के ऐसा कहने पर सुग्रीव उस स्थान पर आये, जहाँ लक्ष्मणसहित श्रीराम विद्यमान थे॥ ३२॥"
ततश्चाख्यातुमारेभे विभीषणवचः शुभम्। सुग्रीवो विपुलग्रीवः सागरस्योपवेशनम्॥३३॥,"वहाँ विशाल ग्रीवावाले सुग्रीव ने समुद्र पर धरना देने के विषय में जो विभीषण का शुभ वचन था, उसे कहना आरम्भ किया॥३३॥"
प्रकृत्या धर्मशीलस्य रामस्यास्याप्यरोचत। सलक्ष्मणं महातेजाः सुग्रीवं च हरीश्वरम्॥ ३४॥ सत्क्रियार्थं क्रियादक्षं स्मितपूर्वमभाषत।,"भगवान् श्रीराम स्वभाव से ही धर्मशील थे, अतः उन्हें भी विभीषण की यह बात अच्छी लगी। वे महातेजस्वी रघुनाथजी लक्ष्मणसहित कार्यदक्ष वानरराज सुग्रीव का सत्कार करते हुए उनसे मुसकराकर बोले- ॥३४ १/२॥"
विभीषणस्य मन्त्रोऽयं मम लक्ष्मण रोचते॥३५॥ सुग्रीवः पण्डितो नित्यं भवान् मन्त्रविचक्षणः। उभाभ्यां सम्प्रधार्यार्थं रोचते यत् तदुच्यताम्॥३६॥,"‘लक्ष्मण! विभीषण की यह सम्मति मुझे भी अच्छी लगती है; परंतु सुग्रीव राजनीति के बड़े पण्डित हैं और तुम भी समयोचित सलाह देने में सदा ही कुशल हो। इसलिये तुम दोनों प्रस्तुत कार्य पर अच्छी तरह विचार करके जो ठीक जान पड़े, वह बताओ’। ३५-३६॥"
एवमुक्तौ ततो वीरावुभौ सुग्रीवलक्ष्मणौ। समुदाचारसंयुक्तमिदं वचनमूचतुः॥३७॥,भगवान् श्रीराम के ऐसा कहने पर वे दोनों वीर सुग्रीव और लक्ष्मण उनसे आदरपूर्वक बोले- ॥ ३७॥
किमर्थं नौ नरव्याघ्र न रोचिष्यति राघव। विभीषणेन यत् तूक्तमस्मिन् काले सुखावहम्॥३८॥,"पुरुषसिंह रघुनन्दन! इस समय विभीषण ने जो सुखदायक बात कही है, वह हम दोनों को क्यों नहीं अच्छी लगेगी? ॥ ३८॥"
अबद्ध्वा सागरे सेतुं घोरेऽस्मिन् वरुणालये। लङ्का नासादितुं शक्या सेन्ट्रैरपि सुरासुरैः॥ ३९॥,‘इस भयंकर समुद्र में पुल बाँधे बिना इन्द्रसहित देवता और असुर भी इधर से लङ्कापुरी में नहीं पहुँच सकते॥ ३९॥
विभीषणस्य शूरस्य यथार्थं क्रियतां वचः। अलं कालात्ययं कृत्वा सागरोऽयं नियुज्यताम्। यथा सैन्येन गच्छाम पुरी रावणपालिताम्॥४०॥,"‘इसलिये आप शूरवीर विभीषण के यथार्थ वचन के अनुसार ही कार्य करें। अब अधिक विलम्ब करना ठीक नहीं है। इस समुद्र से यह अनुरोध किया जाय कि वह हमारी सहायता करे, जिससे हम सेना के साथ रावणपालित लङ्कापुरी में पहुँच सकें’॥ ४० ॥"
एवमुक्तः कुशास्तीर्णे तीरे नदनदीपतेः। संविवेश तदा रामो वेद्यामिव हुताशनः॥४१॥,"उन दोनों के ऐसा कहने पर श्रीरामचन्द्रजी उस समय समुद्र के तट पर कुश बिछाकर उसके ऊपर उसी तरह बैठे, जैसे वेदी पर अग्निदेव प्रतिष्ठित होते हैं॥ ४१॥"
इत्यार्षे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये युद्धकाण्डे एकोनविंशः सर्गः॥१९॥ इस प्रकार श्रीवाल्मीकि निर्मित आर्षरामायण आदिकाव्य के युद्धकाण्ड में उन्नीसवाँ सर्ग पूरा हुआ।१९॥,  </main>
Sarga Chapter- 48,Sarga Chapter- 48
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण युद्धकाण्डम् अष्टचत्वारिंशः सर्गः (48),सीता का विलाप और त्रिजटा का उन्हें समझा-बुझाकर श्रीराम-लक्ष्मण के जीवित होने का विश्वास दिलाना
भर्तारं निहतं दृष्ट्वा लक्ष्मणं च महाबलम्। विललाप भृशं सीता करुणं शोककर्शिता॥१॥,अपने स्वामी श्रीराम को तथा महाबली लक्ष्मण को भी मारा गया देख शोक से पीड़ित हुई सीता बारम्बार करुणाजनक विलाप करने लगीं— ॥१॥
ऊचुर्लाक्षणिका ये मां पुत्रिण्यविधवेति च। तेऽद्य सर्वे हते रामे ज्ञानिनोऽनृतवादिनः॥२॥,‘सामुद्रिक लक्षणों के ज्ञाता विद्वानों ने मुझे पुत्रवती और सधवा बताया था। आज श्रीराम के मारे जाने से वे सब लक्षण-ज्ञानी पुरुष असत्यवादी हो गये॥२॥
यज्वनो महिषीं ये मामूचुः पत्नी च सत्रिणः। तेऽद्य सर्वे हते रामे ज्ञानिनोऽनृतवादिनः॥३॥,"‘जिन्होंने मुझे यज्ञपरायण तथा विविध सत्रों का संचालन करने वाले राजाधिराज की पत्नी बताया था, आज श्रीराम के मारे जाने से वे सभी लक्षणवेत्ता पुरुष झूठे हो गये॥३॥"
वीरपार्थिवपत्नीनां ये विदुर्भर्तृपूजिताम्। तेऽद्य सर्वे हते रामे ज्ञानिनोऽनृतवादिनः॥४॥,"‘जिन लोगों ने लक्षणों द्वारा मुझे वीर राजाओं की पत्नियों में पूजनीय और पति के द्वारा सम्मानित समझा था, आज श्रीराम के न रहने से वे सभी लक्षणज्ञ पुरुष मिथ्यावादी हो गये॥ ४॥"
ऊचुः संश्रवणे ये मां द्विजाः कार्तान्तिकाः शुभाम्। तेऽद्य सर्वे हते रामे ज्ञानिनोऽनृतवादिनः॥५॥,"‘ज्योतिषशास्त्र के सिद्धान्त को जानने वाले जिन ब्राह्मणों ने मेरे सामने ही मुझे नित्य मङ्गलमयी कहा था, वे सभी लक्षणवेत्ता पुरुष आज श्रीराम के मारे जाने पर असत्यवादी सिद्ध हो गये॥५॥"
इमानि खलु पद्मानि पादयोर्वै कुलस्त्रियः। आधिराज्येऽभिषिच्यन्ते नरेन्द्रैः पतिभिः सह ॥,"‘जिन लक्षणभूत कमलों के हाथ-पैर आदि में होने पर कुलवती स्त्रियाँ अपने पति राजाधिराज के साथ सम्राज्ञी के पद पर अभिषिक्त होती हैं, वे मेरे दोनों पैरों में निश्चित रूप से विद्यमान हैं॥६॥"
वैधव्यं यान्ति यैर्नार्योऽलक्षणैर्भाग्यदुर्लभाः। नात्मनस्तानि पश्यामि पश्यन्ती हतलक्षणा॥७॥,"‘जिन अशुभ लक्षणों के कारण सौभाग्य दुर्लभ होता है और स्त्रियाँ विधवा हो जाती हैं, मैं बहुत देखने पर भी अपने अङ्गों में ऐसे लक्षणों को नहीं देख पाती, तथापि मेरे सारे शुभ लक्षण निष्फल हो गये।। ७॥"
सत्यनामानि पद्मानि स्त्रीणामुक्तानि लक्षणैः। तान्यद्य निहते रामे वितथानि भवन्ति मे॥८॥,"‘स्त्रियों के हाथ-पैरों में जो कमल के चिह्न होते हैं, उन्हें लक्षणवेत्ता विद्वानों ने अमोघ बताया है। किंतु आज श्रीराम के मारे जाने से वे सारे शुभ लक्षण मेरे लिये व्यर्थ हो गये॥८॥"
केशाः सूक्ष्माः समा नीला भ्रवौ चासंहते मम। वृत्ते चारोमके जड़े दन्ताश्चाविरला मम॥९॥,"‘मेरे सिर के बाल महीन, बराबर और काले हैं। भौहें परस्पर जुड़ी हुई नहीं हैं। मेरी पिंडलियाँ (घुटनों से नीचे के भाग) गोल-गोल तथा रोमरहित हैं तथा मेरे दाँत भी परस्पर सटे हुए हैं॥९॥"
शले नेत्रे करौ पादौ गुल्फावूरू समौ चितौ। अनुवृत्तनखाः स्निग्धाः समाश्चाङ्गुलयो मम॥१०॥,"‘मेरे नेत्रों के आसपास के भाग, दोनों नेत्र, दोनों हाथ, दोनों पैर, दोनों गुल्फ (तखने) और जाँघे बराबर, विशाल एवं मांसल (पुष्ट) हैं। दोनों हाथों की अँगुलियाँ बराबर एवं चिकनी हैं और उनके नख गोल एवं उतार-चढाववाले हैं।। १०॥"
स्तनौ चाविरलौ पीनौ मामको मग्नचूचुकौ। मग्ना चोत्सेधनी नाभिः पावोरस्कं च मे चितम्॥११॥,‘मेरे दोनों स्तन परस्पर सटे हुए और स्थूल हैं। इनके अग्रभाग भीतर की ओर दबे हुए हैं। मेरी नाभि गहरी और उसके आसपासके भाग ऊँचे हैं। मेरे पार्श्वभाग तथा छाती मांसल हैं॥ ११॥
मम वर्णो मणिनिभो मृदून्यङ्गरुहाणि च। प्रतिष्ठितां द्वादशभिर्मामूचुः शुभलक्षणाम्॥१२॥,‘मेरी अङ्गकान्ति खरादी हुई मणि के समान उज्ज्वल है। शरीर के रोएँ कोमल हैं तथा पैरों की दसों अँगुलियाँ और दोनों तलवे—ये बारहों पृथ्वी से अच्छी तरह सट जाते हैं। इन सबके कारण लक्षणज्ञों ने मुझे शुभलक्षणा बताया था॥ १२॥
समग्रयवमच्छिद्रं पाणिपादं च वर्णवत्। मन्दस्मितेत्येव च मां कन्यालाक्षणिका विदुः॥,"‘मेरे हाथ-पैर लाल एवं उत्तम कान्ति से युक्त हैं। उनमें जौ की समूची रेखाएँ हैं तथा मेरे हाथों की अँगुलियाँ जब परस्पर सटी होती हैं, उस समय उनमें तनिक भी छिद्र नहीं रह जाता है। कन्या के शुभलक्षणों को जानने वाले विद्वानों ने मुझे मन्द मुसकानवाली बताया था॥ १३ ॥"
आधिराज्येऽभिषेको मे ब्राह्मणैः पतिना सह। कृतान्तकुशलैरुक्तं तत् सर्वं वितथीकृतम्॥१४॥,"ज्योतिष के सिद्धान्त को जानने वाले निपुण ब्राह्मणों ने यह बताया था कि मेरा पति के साथ राज्याभिषेक होगा, किंतु आज वे सारी बातें झूठी हो गयीं॥ १४ ॥"
शोधयित्वा जनस्थानं प्रवृत्तिमुपलभ्य च। तीर्त्वा सागरमक्षोभ्यं भ्रातरौ गोष्पदे हतौ॥१५॥,"‘इन दोनों भाइयों ने मेरे लिये जनस्थान को छान डाला तथा मेरा समाचार पाकर अक्षोभ्य समुद्र को पार किया, किंतु हाय! इतना सब कर लेने के बाद थोड़ी-सी राक्षस सेना के द्वारा जिसे हराना इनके लिये"
ननु वारुणमाग्नेयमैन्द्रं वायव्यमेव च। अस्त्रं ब्रह्मशिरश्चैव राघवौ प्रत्यपद्यत॥१६॥,"‘परंतु ये दोनों रघुवंशी बन्धु तो वारुण, आग्नेय, ऐन्द्र, वायव्य और ब्रह्मशिर आदि अस्त्रों को भी जानते थे। मरने से पहले इन्होंने उन अस्त्रों का प्रयोग क्यों नहीं किया? ॥ १६॥"
अदृश्यमानेन रणे मायया वासवोपमौ। मम नाथावनाथाया निहतौ रामलक्ष्मणौ ॥१७॥,"‘मुझ अनाथा के रक्षक श्रीराम और लक्ष्मण इन्द्रतुल्य पराक्रमी थे, किंतु इन्द्रजित् ने स्वयं माया से अदृश्य रहकर ही इन्हें रणभूमि में मार डाला है॥ १७॥"
नहि दृष्टिपथं प्राप्य राघवस्य रणे रिपुः । जीवन् प्रतिनिवर्तेत यद्यपि स्यान्मनोजवः॥१८॥,"‘अन्यथा युद्धस्थलमें इन श्रीरघुनाथजीके दृष्टिपथमें आकर कोई भी शत्रु, वह मनके समान वेगशाली क्यों न हो, जीवित नहीं लौट सकता था॥ १८ ॥"
न कालस्यातिभारोऽस्ति कृतान्तश्च सुदुर्जयः। यत्र रामः सह भ्रात्रा शेते युधि निपातितः॥१९॥,‘परंतु काल के लिये कुछ भी अधिक बोझ नहीं है (वह सब कुछ कर सकता है)। उसके लिये दैव को भी जीतना विशेष कठिन नहीं है। इस काल के ही वश में पड़कर आज श्रीराम अपने भाई के साथ मारे जाकर युद्धभूमि में सो रहे हैं॥ १९॥
न शोचामि तथा राम लक्ष्मणं च महारथम्। नात्मानं जननीं चापि यथा श्वश्रू तपस्विनीम्॥२०॥ सा तु चिन्तयते नित्यं समाप्तव्रतमागतम्। कदा द्रक्ष्यामि सीतां च लक्ष्मणं च सराघवम्॥२१॥,"‘मैं श्रीराम, महारथी लक्ष्मण, अपने और अपनी माता के लिये भी उतना शोक नहीं करती हूँ जितना अपनी तपस्विनी सासुजी के लिये कर रही हूँ। वे तो प्रतिदिन यही सोचती होंगी कि वह दिन कब आयेगा जब कि वनवास का व्रत समाप्त करके वन से लौटे हुए श्रीराम, लक्ष्मण और सीता को मैं देखंगी’। २०-२१॥"
परिदेवयमानां तां राक्षसी त्रिजटाब्रवीत्। मा विषादं कृथा देवि भर्तायं तव जीवति॥२२॥,इस प्रकार विलाप करती हुई सीता से राक्षसी त्रिजटा ने कहा—’देवि! विषाद न करो। तुम्हारे ये पतिदेव जीवित हैं ॥ २२ ॥
कारणनि च वक्ष्यामि महान्ति सदृशानि च। यथेमौ जीवतो देवि भ्रातरौ रामलक्ष्मणौ ॥२३॥,"‘देवि! मैं तुम्हें कई ऐसे महान् और उचित कारण बताऊँगी, जिनसे यह सूचित होता है कि ये दोनों भाई श्रीराम और लक्ष्मण जीवित हैं।॥ २३॥"
नहि कोपपरीतानि हर्षपर्युत्सुकानि च। भवन्ति युधि योधानां मुखानि निहते पतौ॥२४॥,‘युद्ध में स्वामी के मारे जाने पर योद्धाओं के मुँह क्रोध और हर्ष की उत्सुकता से युक्त नहीं रहते (किंतु यहाँ वे दोनों बातें पायी जाती हैं। इसलिये ये दोनों जीवित हैं)॥२४॥
इदं विमानं वैदेहि पुष्पकं नाम नामतः। दिव्यं त्वां धारयेन नेदं यद्येतौ गतजीवितौ॥२५॥,‘विदेहनन्दिनि! यह पुष्पक नामक विमान दिव्य है। यदि इन दोनों के प्राण चले गये होते तो (वैधव्यावस्था में) यह तुम्हें धारण न करता॥ २५॥
हतवीरप्रधाना हि गतोत्साहा निरुद्यमा। सेना भ्रमति संख्येष हतकर्णेव नौर्जले॥२६॥ इयं पुनरसम्भ्रान्ता निरुद्विग्ना तपस्विनि। सेना रक्षति काकुत्स्थौ मया प्रीत्या निवेदितौ॥२७॥,"‘इसके सिवा जब प्रधान वीर मारा जाता है, तब उसकी सेना उत्साह और उद्योग से हीन हो युद्धस्थल में उसी तरह मारी-मारी फिरती है, जैसे कर्णधार के नष्ट हो जाने पर नौका जल में ही बहती रहती है। परंतु तपस्विनि! इस सेना में किसी प्रकार की घबराहट या उद्वेग नहीं है। यह इन दोनों राजकुमारों की रक्षा कर रही है। इस प्रकार मैंने प्रेमपूर्वक तुम्हें यह बताया है कि ये दोनों भाई जीवित हैं।। २६-२७॥"
सा त्वं भव सुविस्रब्धा अनुमानैः सुखोदयैः । अहतौ पश्य काकुत्स्थौ स्नेहादेतद् ब्रवीमि ते॥२८॥,‘इसलिये अब तुम इन भावी सुख की सूचना देने वाले अनुमानों (हेतुओं) से निश्चिन्त हो जाओ विश्वास करो कि ये जीवित हैं। तुम इन दोनों रघुवंशी राजकुमारों को इसी रूप में देखो कि ये मारे नहीं गये हैं। यह बात मैं तुमसे स्नेहवश कह रही हूँ॥२८॥
अनृतं नोक्तपूर्वं मे न च वक्ष्यामि मैथिलि। चारित्रसुखशीलत्वात् प्रविष्टासि मनो मम॥२९॥,"‘मिथिलेशकुमारी! तुम्हारा शील-स्वभाव तुम्हारे निर्मल चरित्र के कारण बड़ा सुखदायक जान पड़ताहै, इसीलिये तुम मेरे मन में घर कर गयी हो। अतएव मैंने तुमसे न तो पहले कभी झूठ कहा है और न"
नेमौ शक्यौ रणे जेतुं सेन्ट्रैरपि सुरासुरैः। तादृशं दर्शनं दृष्ट्वा मया चोदीरितं तव॥३०॥,‘इन दोनों वीरों को रणभूमि में इन्द्रसहित सम्पूर्ण देवता और असुर भी नहीं जीत सकते। वैसा लक्षण देखकर ही मैंने तुमसे ये बातें कही हैं ॥ ३०॥
इदं तु सुमहच्चित्रं शरैः पश्यस्व मैथिलि। विसंज्ञौ पतितावेतौ नैव लक्ष्मीर्विमुञ्चति॥३१॥,‘मिथिलेशकुमारी! यह महान् आश्चर्य की बात तो देखो। बाणों के लगने से ये अचेत होकर पड़े हैं तो भी लक्ष्मी (शरीर की सहज कान्ति) इनका त्याग नहीं कर रही है॥ ३१॥
प्रायेण गतसत्त्वानां पुरुषाणां गतायुषाम्। दृश्यमानेषु वक्त्रेषु परं भवति वैकृतम्॥३२॥,"‘जिनके प्राण निकल जाते हैं अथवा जिनकी आयु समाप्त हो जाती है, उनके मुखों पर यदि दृष्टिपात किया जाय तो प्रायः वहाँ बड़ी विकृति दिखायी देती है (इन दोनों के मुखों की शोभा ज्यों-की-त्यों बनी हुई है; इसलिये ये जीवित हैं)॥३२॥"
त्यज शोकं च दुःखं च मोहं च जनकात्मजे। रामलक्ष्मणयोरर्थे नाद्य शक्यमजीवितुम्॥३३॥,"‘जनककिशोरी! तुम श्रीराम और लक्ष्मण के लिये शोक, दुःख और मोह त्याग दो। ये अब मर नहीं सकते’ ॥ ३३॥"
श्रुत्वा तु वचनं तस्याः सीता सुरसुतोपमा। कृताञ्जलिरुवाचेमामेवमस्त्विति मैथिली॥३४॥,त्रिजटा की यह बात सुनकर देवकन्या के समान सुन्दरी मिथिलेशकुमारी सीता ने हाथ जोड़कर उससे कहा—’बहिन! ऐसा ही हो’ ॥ ३४ ॥
विमानं पुष्पकं तत्तु संनिवर्त्य मनोजवम्। दीना त्रिजटया सीता लङ्कामेव प्रवेशिता॥३५॥,फिर मन के समान वेगवाले पुष्पकविमान को लौटाकर त्रिजटा दुःखिनी सीता को लङ्कापुरी में ही ले आयी॥ ३५॥
ततस्त्रिजटया सार्धं पुष्पकादवरुह्य सा। अशोकवनिकामेव राक्षसीभिः प्रवेशिता॥३६॥,तत्पश्चात् त्रिजटा के साथ विमान से उतरने पर राक्षसियों ने उन्हें पुनः अशोकवाटिका में ही पहुँचा दिया॥
प्रविश्य सीता बहुवृक्षखण्डां तां राक्षसेन्द्रस्य विहारभूमिम्। सम्प्रेक्ष्य संचिन्त्य च राजपुत्रौ परं विषादं समुपाजगाम॥३७॥,बहुसंख्यक वृक्षसमूहों से सुशोभित राक्षसराज की उस विहारभूमि में पहुँचकर सीता ने उसे देखा और उन दोनों राजकुमारों का चिन्तन करके वे महान् शोक में डूब गयीं॥३७॥
इत्यार्षे श्रीमद्रामायणे वाल्मीकीये आदिकाव्ये युद्धकाण्डेऽष्टचत्वारिंशः सर्गः॥४८॥ इस प्रकार श्रीवाल्मीकि निर्मित आर्षरामायण आदिकाव्य के युद्धकाण्ड में अड़तालीसवाँ सर्ग पूरा हुआ॥४८॥,  </main>
Sarga Chapter- 5,Sarga Chapter- 5
॥ श्रीसीतारामचन्द्राभ्यां नमः॥ श्रीमद्वाल्मीकीय रामायण युद्धकाण्डम् पञ्चमः सर्गः (5),(श्रीराम का सीता के लिये शोक और विलाप)
सा तु नीलेन विधिवत्स्वारक्षा सुसमाहिता। सागरस्योत्तरे तीरे साधु सा विनिवेशिता॥१॥,"नील ने, जिसकी विधिवत् रक्षा की व्यवस्था की गयी थी, उस परम सावधान वानर-सेना को समुद्र के उत्तर तट पर अच्छे ढंग से ठहराया॥१॥"
मैन्दश्च द्विविदश्चोभौ तत्र वानरपुङ्गवौ। विचेरतुश्च तां सेनां रक्षार्थं सर्वतोदिशम्॥२॥,मैन्द और द्विविद—ये दो प्रमुख वानरवीर उस सेना की रक्षा के लिये सब ओर विचरते रहते थे॥२॥
निविष्टायां तु सेनायां तीरे नदनदीपतेः। पार्श्वस्थं लक्ष्मणं दृष्ट्वा रामो वचनमब्रवीत्॥३॥,समुद्र के किनारे सेना का पड़ाव पड़ जाने पर श्रीरामचन्द्रजी ने अपने पास बैठे हुए लक्ष्मण की ओर देखकर कहा- ॥३॥
शोकश्च किल कालेन गच्छता ह्यपगच्छति। मम चापश्यतः कान्तामहन्यहनि वर्धते॥४॥,‘सुमित्रानन्दन! कहा जाता है कि शोक बीतते हुए समय के साथ स्वयं भी दूर हो जाता है; परंतु मेरा शोक तो अपनी प्राणवल्लभा को न देखने के कारण दिनों दिन बढ़ रहा है॥४॥
न मे दुःखं प्रिया दूरे न मे दुःखं हृतेति च। एतदेवानुशोचामि वयोऽस्या ह्यतिवर्तते॥५॥,"‘मुझे इस बात का दुःख नहीं है कि मेरी प्रिया मुझसे दूर है। उसका अपहरण हुआ—इसका भी दुःख नहीं है। मैं तो बारंबार इसीलिये शोक में डूबा रहता हूँ कि उसके जीवित रहने के लिये जो अवधि नियत कर दी गयी है, वह शीघ्रतापूर्वक बीती जा रही है॥५॥"
वाहि वात यतः कान्ता तां स्पृष्ट्वा मामपि स्पृश। त्वयि मे गात्रसंस्पर्शश्चन्द्रे दृष्टिसमागमः॥६॥,"‘हवा! तुम वहाँ बह, जहाँ मेरी प्राणवल्लभा है। उसका स्पर्श करके मेरा भी स्पर्श कर। उस दशा में तुझसे जो मेरे अङ्गों का स्पर्श होगा, वह चन्द्रमा से होने वाले दृष्टिसंयोग की भाँति मेरे सारे संताप को दूर करने वाला और आह्लादजनक होगा॥६॥"
तन्मे दहति गात्राणि विषं पीतमिवाशये। हा नाथेति प्रिया सा मां ह्रियमाणा यदब्रवीत्॥७॥,"‘अपहरण होते समय मेरी प्यारी सीता ने जो मुझे ‘हा नाथ!’ कहकर पुकारा था, वह पीये हुए उदरस्थित विष की भाँति मेरे सारे अङ्गों को दग्ध किये देता है।"
तद्वियोगेन्धनवता तच्चिन्ताविमलार्चिषा। रात्रिंदिवं शरीरं मे दह्यते मदनाग्निना॥८॥,"‘प्रियतमा का वियोग ही जिसका ईंधन है, उसकी चिन्ता ही जिसकी दीप्तिमती लपटें हैं, वह प्रेमाग्नि मेरे शरीर को रात-दिन जलाती रहती है॥ ८॥"
अवगाह्यार्णवं स्वप्स्ये सौमित्रे भवता विना। एवं च प्रज्वलन् कामो न मा सुप्तं जले दहेत्॥९॥,‘सुमित्रानन्दन! तुम यहीं रहो। मैं तुम्हारे बिना अकेला ही समुद्र के भीतर घुसकर सोऊँगा। इस तरह जल में शयन करने पर यह प्रज्वलित प्रेमाग्नि मुझे दग्ध नहीं कर सकेगी॥९॥
बह्येतत् कामयानस्य शक्यमेतेन जीवितुम्। यदहं सा च वामोरुरेकां धरणिमाश्रितौ॥१०॥,‘मैं और वह वामोरु सीता एक ही भूतल पर सोते हैं। प्रियतमा के संयोग की इच्छा रखने वाले मुझ विरही के लिये इतना ही बहुत है। इतने से भी मैं जीवित रह सकता हूँ॥ १०॥
केदारस्येवाकेदारः सोदकस्य निरूदकः। उपस्नेहेन जीवामि जीवन्तीं यच्छ्रणोमि ताम्॥११॥,"‘जैसे जल से भरी हुई क्यारी के सम्पर्क से बिना जल की क्यारी का धान भी जीवित रहता है—सूखता नहीं है, उसी प्रकार मैं जो यह सुनता हूँ कि सीता अभी जीवित है, इसी से जी रहा हूँ॥ ११॥"
कदा नु खलु सुश्रोणीं शतपत्रायतेक्षणाम्। विजित्य शत्रून् द्रक्ष्यामि सीतां स्फीतामिव श्रियम्॥१२॥,"‘कब वह समय आयेगा, जब शत्रुओं को परास्त करके मैं समृद्धिशालिनी राजलक्ष्मी के समान कमलनयनी सुमध्यमा सीता को देखूगा॥ १२॥"
